                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.50278,                0.46696,                  1.016,                0.93377,                0.78287,                0.89886,                0.73498,                 0.7403,                 0.5976,                  1.345,             0.00086384,             0.00086384,             0.00086384
                    149,                0.48397,                0.46339,                0.99832,                0.92267,                0.80645,                0.90522,                0.72234,                 0.8007,                0.61489,                   1.42,             0.00085834,             0.00085834,             0.00085834
                    150,                 0.5031,                0.49372,                 1.0325,                0.93959,                0.81801,                0.90121,                0.71747,                0.79798,                0.64293,                 1.4268,             0.00085284,             0.00085284,             0.00085284
                    151,                0.49639,                0.45549,                 1.0107,                0.94087,                0.83871,                0.92032,                0.74957,                0.73992,                0.58914,                 1.3239,             0.00084734,             0.00084734,             0.00084734
                    152,                0.46285,                0.45778,                 1.0062,                0.92762,                0.82691,                0.91128,                0.72346,                0.76892,                0.61098,                 1.3648,             0.00084184,             0.00084184,             0.00084184
                    153,                0.47313,                0.44213,                 1.0072,                0.91886,                0.79032,                0.89705,                0.70806,                 0.7817,                0.64643,                 1.3973,             0.00083633,             0.00083633,             0.00083633
                    154,                0.49547,                0.48194,                 1.0075,                0.91956,                0.79839,                0.89877,                0.71705,                0.75654,                0.64648,                 1.3791,             0.00083083,             0.00083083,             0.00083083
                    155,                0.47607,                0.45714,                 1.0036,                0.95137,                0.79032,                0.90602,                0.71833,                0.71817,                0.60556,                 1.3225,             0.00082533,             0.00082533,             0.00082533
                    156,                0.47867,                0.45775,                0.99916,                0.95855,                 0.8096,                 0.9086,                0.73453,                0.71166,                0.56271,                  1.298,             0.00081983,             0.00081983,             0.00081983
                    157,                0.46824,                0.44662,                0.99723,                0.93055,                0.79389,                0.90489,                0.73755,                0.69001,                0.63421,                 1.2736,             0.00081433,             0.00081433,             0.00081433
                    158,                0.48188,                0.45693,                 0.9986,                0.86648,                0.86305,                0.91244,                0.74252,                0.70225,                0.62273,                 1.2917,             0.00080883,             0.00080883,             0.00080883
                    159,                0.48613,                0.45777,                 1.0073,                0.92061,                0.78022,                0.88393,                0.71918,                0.69891,                0.62847,                 1.2968,             0.00080333,             0.00080333,             0.00080333
                    160,                0.46412,                0.43598,                 1.0119,                0.89227,                0.77887,                 0.8814,                0.72016,                 0.6901,                0.68443,                  1.292,             0.00079783,             0.00079783,             0.00079783
                    161,                0.48596,                0.45914,                 1.0071,                0.88858,                0.79032,                 0.8878,                 0.7138,                0.68915,                0.70118,                 1.2571,             0.00079233,             0.00079233,             0.00079233
                    162,                0.46983,                0.43457,                0.99588,                0.91471,                0.79836,                0.88781,                0.71924,                0.71623,                0.66764,                 1.2519,             0.00078682,             0.00078682,             0.00078682
                    163,                 0.4896,                0.44479,                 1.0249,                0.95051,                0.80645,                0.90384,                0.73322,                 0.7006,                0.61619,                 1.2288,             0.00078132,             0.00078132,             0.00078132
                    164,                0.47058,                0.44616,                0.99847,                0.94888,                0.82208,                0.90418,                0.73936,                0.74199,                0.60264,                 1.3008,             0.00077582,             0.00077582,             0.00077582
                    165,                0.46165,                0.44418,                  1.002,                0.93704,                0.79702,                0.90558,                 0.7253,                 0.7363,                0.59543,                 1.3218,             0.00077032,             0.00077032,             0.00077032
                    166,                0.47106,                0.44166,                  1.009,                0.91564,                0.81754,                0.89513,                0.72916,                 0.7572,                0.59956,                 1.3448,             0.00076482,             0.00076482,             0.00076482
                    167,                0.45225,                0.41886,                0.99203,                0.93203,                 0.7944,                0.88464,                0.71415,                0.77468,                0.64713,                 1.3853,             0.00075932,             0.00075932,             0.00075932
                    168,                0.48945,                0.45873,                 1.0334,                0.87968,                0.80955,                0.89395,                0.72365,                0.72293,                0.66259,                 1.3324,             0.00075382,             0.00075382,             0.00075382
                    169,                0.47265,                0.41483,                0.99934,                0.90828,                0.79517,                0.88721,                0.71413,                0.70744,                0.62135,                  1.326,             0.00074832,             0.00074832,             0.00074832
                    170,                0.45043,                0.41639,                0.98431,                0.91437,                0.77992,                0.88466,                0.71841,                0.74658,                0.60098,                  1.366,             0.00074282,             0.00074282,             0.00074282
                    171,                0.44954,                0.42861,                0.99149,                0.90664,                0.79414,                0.88884,                0.72774,                0.69365,                0.57307,                 1.3083,             0.00073731,             0.00073731,             0.00073731
                    172,                0.46575,                0.43357,                 1.0095,                0.87244,                0.86228,                0.90465,                0.75386,                0.66007,                0.54976,                   1.24,             0.00073181,             0.00073181,             0.00073181
                    173,                0.47554,                0.46044,                 1.0068,                0.93261,                0.82133,                0.91264,                0.75701,                0.66493,                0.56126,                 1.2364,             0.00072631,             0.00072631,             0.00072631
                    174,                0.46702,                0.41648,                 1.0005,                0.93097,                0.77419,                0.90636,                0.75383,                0.66834,                0.58863,                 1.2392,             0.00072081,             0.00072081,             0.00072081
                    175,                0.45803,                0.41735,                 0.9956,                0.86223,                0.85935,                0.91405,                0.73817,                0.72255,                 0.6197,                 1.3136,             0.00071531,             0.00071531,             0.00071531
                    176,                0.46432,                0.42429,                 1.0098,                0.90593,                 0.8277,                0.90576,                0.72784,                0.72005,                0.58458,                 1.3233,             0.00070981,             0.00070981,             0.00070981
                    177,                0.45744,                 0.4168,                0.98201,                0.91771,                0.81794,                0.89854,                 0.7387,                0.69274,                0.59387,                 1.2796,             0.00070431,             0.00070431,             0.00070431
                    178,                0.44216,                0.41576,                0.98627,                0.89742,                0.83412,                0.90279,                0.75976,                0.67461,                0.61481,                 1.2594,             0.00069881,             0.00069881,             0.00069881
                    179,                 0.4571,                0.43743,                 1.0091,                 0.9375,                0.77919,                0.89656,                0.74072,                0.72012,                0.60075,                 1.3248,             0.00069331,             0.00069331,             0.00069331
                    180,                0.42728,                0.41357,                0.97232,                0.92783,                0.77752,                 0.8987,                0.74835,                0.71614,                0.58728,                 1.3194,              0.0006878,              0.0006878,              0.0006878
                    181,                0.43012,                0.39517,                0.98378,                0.92584,                0.79839,                0.89873,                0.73925,                0.68837,                0.54991,                 1.3006,              0.0006823,              0.0006823,              0.0006823
                    182,                0.44466,                0.40437,                0.98686,                0.93366,                0.81452,                0.90544,                 0.7359,                0.71201,                 0.5604,                  1.324,              0.0006768,              0.0006768,              0.0006768
                    183,                0.45654,                 0.4305,                0.98074,                0.90123,                0.83749,                0.89803,                  0.746,                0.70181,                0.56115,                 1.3027,              0.0006713,              0.0006713,              0.0006713
                    184,                0.42317,                0.41496,                0.97192,                0.90517,                  0.829,                0.87982,                0.74097,                0.70998,                0.58563,                 1.2829,              0.0006658,              0.0006658,              0.0006658
                    185,                0.43874,                0.40921,                0.99662,                0.93878,                0.81452,                0.88994,                0.74449,                0.70298,                0.58798,                 1.2816,              0.0006603,              0.0006603,              0.0006603
                    186,                0.41618,                0.40442,                0.97412,                0.93808,                0.81561,                0.89891,                 0.7458,                0.71017,                 0.5928,                  1.328,              0.0006548,              0.0006548,              0.0006548
                    187,                0.42014,                0.39948,                0.97744,                0.93358,                0.81452,                0.89458,                0.73267,                0.70822,                0.60298,                 1.3044,              0.0006493,              0.0006493,              0.0006493
                    188,                0.43736,                0.42123,                0.99844,                0.91041,                0.84677,                0.89716,                 0.7384,                 0.7063,                0.56644,                  1.273,              0.0006438,              0.0006438,              0.0006438
                    189,                0.41613,                0.39733,                0.98712,                0.86513,                0.87097,                0.89297,                0.74545,                0.67976,                 0.5804,                  1.261,             0.00063829,             0.00063829,             0.00063829
                    190,                0.45901,                0.43181,                 1.0015,                0.88344,                0.87903,                0.90437,                0.74617,                0.70108,                0.61246,                 1.2985,             0.00063279,             0.00063279,             0.00063279
                    191,                0.43264,                0.39294,                0.97867,                 0.9211,                0.80645,                0.89864,                0.72741,                0.78955,                0.63324,                 1.3665,             0.00062729,             0.00062729,             0.00062729
                    192,                0.43152,                0.40318,                0.98267,                0.89603,                0.81533,                0.90119,                0.71521,                0.79487,                0.62251,                 1.3528,             0.00062179,             0.00062179,             0.00062179
                    193,                0.43952,                0.39928,                0.98939,                0.85861,                0.87097,                0.90186,                0.72071,                0.74367,                0.59597,                 1.3272,             0.00061629,             0.00061629,             0.00061629
                    194,                0.41358,                0.38242,                0.96204,                0.94182,                0.82383,                0.91062,                 0.7466,                0.69636,                0.60565,                 1.2755,             0.00061079,             0.00061079,             0.00061079
                    195,                0.42507,                0.38936,                0.97287,                0.93209,                0.80569,                0.89398,                0.74838,                0.70697,                 0.6294,                 1.2968,             0.00060529,             0.00060529,             0.00060529
                    196,                 0.4222,                0.37181,                 0.9764,                0.91561,                0.80156,                0.88355,                0.73525,                0.71262,                0.58804,                 1.3216,             0.00059979,             0.00059979,             0.00059979
                    197,                0.44719,                0.40883,                0.99316,                0.95895,                0.79032,                0.89842,                0.70866,                 0.7195,                0.60944,                  1.308,             0.00059429,             0.00059429,             0.00059429
                    198,                0.43153,                0.39465,                0.98647,                 0.9046,                0.79032,                0.89413,                0.71649,                0.68583,                0.60641,                 1.2615,             0.00058878,             0.00058878,             0.00058878
                    199,                0.42767,                0.39307,                0.96843,                 0.9341,                0.80182,                0.89232,                0.72476,                 0.6937,                0.60215,                 1.2708,             0.00058328,             0.00058328,             0.00058328
                    200,                0.44555,                0.40956,                0.99333,                0.91803,                0.83138,                0.89607,                 0.7468,                0.66389,                0.59951,                 1.2331,             0.00057778,             0.00057778,             0.00057778
                    201,                0.41089,                0.39267,                0.98256,                0.94629,                0.80645,                0.90588,                0.75765,                0.67914,                0.57854,                 1.2414,             0.00057228,             0.00057228,             0.00057228
                    202,                0.41319,                0.38585,                0.97291,                0.89241,                0.82302,                    0.9,                0.74031,                0.71043,                0.60141,                 1.2857,             0.00056678,             0.00056678,             0.00056678
                    203,                0.39797,                0.37861,                0.96159,                0.92464,                0.83766,                0.90173,                0.74822,                 0.6903,                0.57196,                  1.275,             0.00056128,             0.00056128,             0.00056128
                    204,                0.40364,                0.37737,                0.96879,                0.93184,                0.84677,                0.90705,                0.74761,                0.71013,                0.57645,                 1.2911,             0.00055578,             0.00055578,             0.00055578
                    205,                0.40388,                0.36992,                 0.9691,                 0.9303,                0.79388,                0.90423,                0.73844,                0.67476,                0.56819,                 1.2574,             0.00055028,             0.00055028,             0.00055028
                    206,                0.42347,                0.38326,                0.97336,                0.91953,                0.82532,                 0.9046,                0.73361,                 0.6766,                0.56311,                 1.2556,             0.00054478,             0.00054478,             0.00054478
                    207,                0.41554,                0.39931,                0.97695,                0.93161,                0.81452,                0.89686,                0.73636,                0.68298,                0.60735,                 1.2694,             0.00053927,             0.00053927,             0.00053927
                    208,                0.42312,                0.38817,                0.96948,                0.94647,                0.81651,                 0.9073,                0.73522,                0.68074,                0.57758,                 1.2423,             0.00053377,             0.00053377,             0.00053377
                    209,                0.42266,                0.37636,                0.96952,                0.96193,                0.78097,                0.89544,                0.73205,                0.70181,                0.55681,                 1.2639,             0.00052827,             0.00052827,             0.00052827
                    210,                0.40906,                0.36372,                0.96907,                0.92548,                0.82488,                0.89793,                0.74183,                0.68822,                0.55441,                 1.2758,             0.00052277,             0.00052277,             0.00052277
                    211,                0.40294,                0.35548,                0.95445,                0.95228,                0.81452,                0.90437,                0.74619,                 0.7179,                0.57215,                 1.3138,             0.00051727,             0.00051727,             0.00051727
                    212,                0.40901,                0.38862,                0.97666,                0.92343,                0.79839,                0.90878,                0.75378,                0.70377,                0.58294,                 1.3009,             0.00051177,             0.00051177,             0.00051177
                    213,                0.41779,                0.37815,                0.97322,                 0.8935,                0.84677,                0.90694,                0.74622,                0.71628,                0.58006,                 1.2805,             0.00050627,             0.00050627,             0.00050627
                    214,                0.38788,                0.34354,                0.95286,                0.88852,                0.83468,                0.90279,                0.74207,                0.72783,                0.56866,                 1.3087,             0.00050077,             0.00050077,             0.00050077
                    215,                0.39217,                0.39962,                0.97543,                0.87022,                0.85684,                0.89495,                0.72798,                0.71262,                0.59287,                 1.3175,             0.00049527,             0.00049527,             0.00049527
                    216,                0.41052,                0.37379,                0.98207,                0.90743,                0.79996,                0.88917,                0.72351,                0.71803,                0.62596,                 1.3324,             0.00048976,             0.00048976,             0.00048976
                    217,                0.41042,                0.37888,                0.97125,                 0.9016,                0.81452,                0.88996,                0.72606,                 0.7347,                0.60669,                 1.3623,             0.00048426,             0.00048426,             0.00048426
                    218,                0.39481,                0.36407,                0.96791,                0.89399,                0.79839,                0.88631,                0.74115,                0.72338,                0.61856,                 1.3299,             0.00047876,             0.00047876,             0.00047876
                    219,                0.40006,                 0.3742,                0.97195,                0.83081,                0.84116,                0.88739,                0.75202,                0.68652,                0.60116,                 1.2743,             0.00047326,             0.00047326,             0.00047326
                    220,                0.40177,                0.37014,                0.96766,                0.90948,                0.78778,                0.89642,                0.74489,                0.67099,                 0.5894,                 1.2515,             0.00046776,             0.00046776,             0.00046776
                    221,                0.39627,                0.37401,                0.96855,                0.89472,                0.79629,                0.89897,                0.73349,                0.67776,                0.60672,                 1.2577,             0.00046226,             0.00046226,             0.00046226
                    222,                0.39368,                0.37104,                0.96327,                0.93772,                0.78915,                0.90014,                0.72527,                0.69273,                0.58776,                 1.2608,             0.00045676,             0.00045676,             0.00045676
                    223,                0.40634,                0.37137,                0.97593,                0.94522,                0.79525,                0.90792,                0.72079,                0.71966,                 0.6033,                 1.2999,             0.00045126,             0.00045126,             0.00045126
                    224,                0.39632,                0.36293,                0.96056,                0.95385,                0.78523,                 0.9076,                0.71848,                0.70574,                0.58581,                 1.2803,             0.00044576,             0.00044576,             0.00044576
                    225,                0.42436,                0.38903,                0.98099,                0.85965,                0.83871,                0.90695,                0.73015,                0.72343,                0.58358,                 1.3064,             0.00044025,             0.00044025,             0.00044025
                    226,                0.38541,                0.35764,                0.95113,                0.86178,                 0.8629,                0.91167,                0.73416,                0.73985,                0.58317,                 1.3142,             0.00043475,             0.00043475,             0.00043475
                    227,                0.39009,                0.35381,                0.94171,                0.88962,                0.87903,                0.91174,                0.74255,                0.73469,                0.56648,                 1.3195,             0.00042925,             0.00042925,             0.00042925
                    228,                0.41276,                0.37174,                0.97916,                0.87243,                0.87168,                0.90842,                0.74255,                0.70403,                0.58426,                 1.3056,             0.00042375,             0.00042375,             0.00042375
